site,site_lat,site_lon,id,lat,lon,scientific_name,growth_form,genus,species,family
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06489,44.067053750074045,-71.2871968369453,Trientalis borealis Raf. ssp. borealis,Forb,Trientalis,borealis,Primulaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06488,44.06700850016487,-71.28720721392739,Trientalis borealis Raf. ssp. borealis,Forb,Trientalis,borealis,Primulaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06453,44.067839509239576,-71.28893786645763,Trientalis borealis Raf. ssp. borealis,Forb,Trientalis,borealis,Primulaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06487,44.06700949976603,-71.28715730612336,Uvularia sessilifolia L.,Forb,Uvularia,sessilifolia,Colchicaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06485,44.066944520359016,-71.28722878775652,Aralia nudicaulis L.,Forb,Aralia,nudicaulis,Araliaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06486,44.06704624946022,-71.28712155519796,Uvularia sessilifolia L.,Forb,Uvularia,sessilifolia,Colchicaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06442,44.06721475046968,-71.28725430484626,Uvularia sessilifolia L.,Forb,Uvularia,sessilifolia,Colchicaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06444,44.06737849981998,-71.28717452576998,Uvularia sessilifolia L.,Forb,Uvularia,sessilifolia,Colchicaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06492,44.06728824990861,-71.28718280283746,Medeola virginiana L.,Forb,Medeola,virginiana,Liliaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06443,44.06727974970786,-71.28715742882649,Uvularia sessilifolia L.,Forb,Uvularia,sessilifolia,Colchicaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06449,44.067840016776934,-71.2877160134532,Mitchella repens L.,Evergreen broadleaf - no leaf buds,Mitchella,repens,Rubiaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06484,44.066170569889266,-71.2871213531024,Mitchella repens L.,Evergreen broadleaf - no leaf buds,Mitchella,repens,Rubiaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06483,44.066042559266805,-71.28769115684516,Mitchella repens L.,Evergreen broadleaf - no leaf buds,Mitchella,repens,Rubiaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06490,44.067062750075365,-71.2871972569396,Mitchella repens L.,Evergreen broadleaf - no leaf buds,Mitchella,repens,Rubiaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06415,44.06782471995687,-71.2882347863052,Trillium sp.,Forb,Trillium,sp.,NA
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06439,44.0661710001908,-71.28965362308088,Trillium sp.,Forb,Trillium,sp.,NA
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06438,44.066169999514166,-71.28970353009335,Trillium sp.,Forb,Trillium,sp.,NA
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06412,44.06785245878506,-71.2881740266204,Trillium sp.,Forb,Trillium,sp.,NA
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06436,44.06623535085247,-71.28960889594107,Trillium sp.,Forb,Trillium,sp.,NA
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06414,44.067842787398824,-71.28822929982775,Trillium sp.,Forb,Trillium,sp.,NA
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06791,44.06725224990427,-71.28718112285816,Viburnum lantanoides Michx.,Deciduous broadleaf,Viburnum,lantanoides,Adoxaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06404,44.06783102056326,-71.28771566677302,Abies sp.,Evergreen conifer,Abies,sp.,Pinaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06435,44.06632510036502,-71.28965372614495,Abies sp.,Evergreen conifer,Abies,sp.,Pinaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06409,44.06783581663253,-71.28806209321674,Abies sp.,Evergreen conifer,Abies,sp.,Pinaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06413,44.06785215871027,-71.28819874660536,Abies sp.,Evergreen conifer,Abies,sp.,Pinaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06408,44.06788109773559,-71.28803910688316,Abies sp.,Evergreen conifer,Abies,sp.,Pinaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06420,44.06790323262651,-71.28890243448429,Tsuga canadensis (L.) Carrière,Evergreen conifer,Tsuga,canadensis,Pinaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06433,44.06649529914724,-71.2897551237863,Tsuga canadensis (L.) Carrière,Evergreen conifer,Tsuga,canadensis,Pinaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06430,44.066794449465654,-71.28975459051316,Tsuga canadensis (L.) Carrière,Evergreen conifer,Tsuga,canadensis,Pinaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06425,44.06789248220976,-71.28944509483846,Tsuga canadensis (L.) Carrière,Evergreen conifer,Tsuga,canadensis,Pinaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06437,44.06621775117111,-71.28958246244787,Tsuga canadensis (L.) Carrière,Evergreen conifer,Tsuga,canadensis,Pinaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06787,44.067109249472814,-71.2871244950813,Tsuga canadensis (L.) Carrière,Evergreen conifer,Tsuga,canadensis,Pinaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06410,44.06779068555072,-71.2880727195361,Pinus strobus L.,Pine,Pinus,strobus,Pinaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06416,44.067940620353546,-71.28832581425338,Pinus strobus L.,Pine,Pinus,strobus,Pinaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06407,44.06790898647705,-71.28796598704024,Picea sp.,Evergreen conifer,Picea,sp.,Pinaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06418,44.06784046158727,-71.28842087966157,Pinus strobus L.,Pine,Pinus,strobus,Pinaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06423,44.06786499793071,-71.28901462707316,Picea sp.,Evergreen conifer,Picea,sp.,Pinaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06434,44.06640755102882,-71.28961047886871,Picea sp.,Evergreen conifer,Picea,sp.,Pinaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06403,44.06784076669241,-71.28765421348572,Pinus strobus L.,Pine,Pinus,strobus,Pinaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06428,44.066924151527786,-71.28961522783037,Picea sp.,Evergreen conifer,Picea,sp.,Pinaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06402,44.06789489395592,-71.28764393350906,Pinus strobus L.,Pine,Pinus,strobus,Pinaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06440,44.06615390084349,-71.28960223610403,Picea sp.,Evergreen conifer,Picea,sp.,Pinaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06441,44.06612600035281,-71.28963744639654,Picea sp.,Evergreen conifer,Picea,sp.,Pinaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06424,44.06792347127751,-71.28924421547953,Betula alleghaniensis Britton,Deciduous broadleaf,Betula,alleghaniensis,Betulaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06782,44.06673551009243,-71.28717916670847,Acer saccharum Marshall var. saccharum,Deciduous broadleaf,Acer,saccharum,Sapindaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06783,44.06682546056751,-71.28724685135828,Acer saccharum Marshall var. saccharum,Deciduous broadleaf,Acer,saccharum,Sapindaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06406,44.06790059030926,-71.28791620030465,Populus grandidentata Michx.,Deciduous broadleaf,Populus,grandidentata,Salicaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06790,44.06741649899168,-71.28707638945698,Acer saccharum Marshall var. saccharum,Deciduous broadleaf,Acer,saccharum,Sapindaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06789,44.06718750055811,-71.28726552181979,Betula alleghaniensis Britton,Deciduous broadleaf,Betula,alleghaniensis,Betulaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06785,44.067043500545694,-71.28725880174113,Acer saccharum Marshall var. saccharum,Deciduous broadleaf,Acer,saccharum,Sapindaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06698,44.06722574970012,-71.28715490888237,Betula alleghaniensis Britton,Deciduous broadleaf,Betula,alleghaniensis,Betulaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06780,44.06634310021509,-71.2871688533912,Epifagus virginiana (L.) W.P.C. Barton,Forb,Epifagus,virginiana,Orobanchaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06777,44.066116849431864,-71.28706826610782,Betula alleghaniensis Britton,Deciduous broadleaf,Betula,alleghaniensis,Betulaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06788,44.06713574968584,-71.28715070899018,Betula alleghaniensis Britton,Deciduous broadleaf,Betula,alleghaniensis,Betulaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06779,44.06628788042207,-71.28719062699345,Viburnum lantanoides Michx.,Deciduous broadleaf,Viburnum,lantanoides,Adoxaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06786,44.06703575007137,-71.28719599695728,Viburnum lantanoides Michx.,Deciduous broadleaf,Viburnum,lantanoides,Adoxaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06781,44.06667954058933,-71.28723837107462,Acer saccharum Marshall var. saccharum,Deciduous broadleaf,Acer,saccharum,Sapindaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06401,44.0678431661974,-71.28745645357006,Viburnum lantanoides Michx.,Deciduous broadleaf,Viburnum,lantanoides,Adoxaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06778,44.06628863010992,-71.28715319659435,Viburnum lantanoides Michx.,Deciduous broadleaf,Viburnum,lantanoides,Adoxaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06431,44.06666749930507,-71.28975670717617,Betula papyrifera Marshall var. papyrifera,Deciduous broadleaf,Betula,papyrifera,Betulaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06422,44.06788449026925,-71.28893960078624,Populus grandidentata Michx.,Deciduous broadleaf,Populus,grandidentata,Salicaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06427,44.06697457888848,-71.2898035415794,Betula alleghaniensis Britton,Deciduous broadleaf,Betula,alleghaniensis,Betulaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06421,44.06790298264606,-71.28891505449596,Populus grandidentata Michx.,Deciduous broadleaf,Populus,grandidentata,Salicaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06429,44.0668231005202,-71.28968194922383,Betula papyrifera Marshall var. papyrifera,Deciduous broadleaf,Betula,papyrifera,Betulaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06411,44.06795246732803,-71.2880913207828,Populus grandidentata Michx.,Deciduous broadleaf,Populus,grandidentata,Salicaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06426,44.06748846871081,-71.28981145917898,Betula papyrifera Marshall var. papyrifera,Deciduous broadleaf,Betula,papyrifera,Betulaceae
BART,44.066951,-71.288437,NEON.PLA.D01.BART.06419,44.067825516380736,-71.28873525280088,Betula papyrifera Marshall var. papyrifera,Deciduous broadleaf,Betula,papyrifera,Betulaceae
