site,site_lat,site_lon,id,lat,lon,scientific_name,growth_form,genus,species,family
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06291,18.02123018634491,-67.07540262975932,Malvastrum coromandelianum (L.) Garcke,Forb,Malvastrum,coromandelianum,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06265,18.020392379170485,-67.07703693779793,Amaranthus spinosus L.,Forb,Amaranthus,spinosus,Amaranthaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06249,18.020701272848687,-67.07723631337993,Malvastrum coromandelianum (L.) Garcke,Forb,Malvastrum,coromandelianum,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06216,18.022164752297797,-67.07676879849804,Cynodon dactylon (L.) Pers.,Graminoid,Cynodon,dactylon,Poaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06270,18.020366257096875,-67.07549130760185,Alysicarpus vaginalis (L.) DC.,Forb,Alysicarpus,vaginalis,Fabaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06263,18.0203736987367,-67.0770914897526,Ruellia tuberosa L.,Forb,Ruellia,tuberosa,Acanthaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06260,18.02037975861187,-67.07721136694286,Amaranthus spinosus L.,Forb,Amaranthus,spinosus,Amaranthaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06262,18.02035050653307,-67.077147027729,Amaranthus spinosus L.,Forb,Amaranthus,spinosus,Amaranthaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06286,18.021064871741444,-67.07536159691949,Ruellia tuberosa L.,Forb,Ruellia,tuberosa,Acanthaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06284,18.021025932523543,-67.07536382932358,Cyanthillium cinereum (L.) H. Rob.,Forb,Cyanthillium,cinereum,Asteraceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06266,18.020391030909924,-67.07695355458569,Melochia pyramidata L.,Forb,Melochia,pyramidata,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06228,18.021146177449783,-67.07729416257546,Amaranthus spinosus L.,Forb,Amaranthus,spinosus,Amaranthaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06219,18.022199950237543,-67.07691489014192,Cynodon dactylon (L.) Pers.,Graminoid,Cynodon,dactylon,Poaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06267,18.020379530775056,-67.07682998826064,Melochia pyramidata L.,Forb,Melochia,pyramidata,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06222,18.021195335824174,-67.07724257085063,Mimosa pudica L.,Forb,Mimosa,pudica,Fabaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06214,18.02220704087907,-67.07651201006395,Malvastrum coromandelianum (L.) Garcke,Forb,Malvastrum,coromandelianum,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06217,18.022173101764015,-67.0768757464002,Cynodon dactylon (L.) Pers.,Graminoid,Cynodon,dactylon,Poaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06218,18.022168471002637,-67.07689363644346,Cynodon dactylon (L.) Pers.,Graminoid,Cynodon,dactylon,Poaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06241,18.02091473736833,-67.07726959684263,Malachra capitata (L.) L.,Forb,Malachra,capitata,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06282,18.020927197304257,-67.07536658973756,Malachra capitata (L.) L.,Forb,Malachra,capitata,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06238,18.020964458661304,-67.077274657026,Mimosa pudica L.,Forb,Mimosa,pudica,Fabaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06221,18.021208015352528,-67.07724619364092,Bothriochloa pertusa (L.) A. Camus,Graminoid,Bothriochloa,pertusa,Poaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06234,18.021036473497496,-67.07725111627846,Amaranthus spinosus L.,Forb,Amaranthus,spinosus,Amaranthaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06229,18.02114660197048,-67.07724599746092,Bothriochloa pertusa (L.) A. Camus,Graminoid,Bothriochloa,pertusa,Poaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06275,18.020470498155905,-67.07536306819765,Ruellia tuberosa L.,Forb,Ruellia,tuberosa,Acanthaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06235,18.0210266999903,-67.07726728864073,Wissadula amplissima (L.) R.E. Fries,Forb,Wissadula,amplissima,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06292,18.02131582191412,-67.07538341801404,Wissadula amplissima (L.) R.E. Fries,Forb,Wissadula,amplissima,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06246,18.020843909325784,-67.07723079857925,Cyanthillium cinereum (L.) H. Rob.,Forb,Cyanthillium,cinereum,Asteraceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06248,18.02083226414507,-67.07724038354749,Melochia pyramidata L.,Forb,Melochia,pyramidata,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06239,18.02093277860536,-67.0772674884482,Melochia pyramidata L.,Forb,Melochia,pyramidata,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06293,18.021355322088414,-67.07536383005814,Malvastrum coromandelianum (L.) Garcke,Forb,Malvastrum,coromandelianum,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06269,18.02036963922847,-67.07553654214982,Alysicarpus vaginalis (L.) DC.,Forb,Alysicarpus,vaginalis,Fabaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06288,18.02112835748019,-67.07536764627979,Ruellia tuberosa L.,Forb,Ruellia,tuberosa,Acanthaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06233,18.021047243823624,-67.07724437489199,Cyanthillium cinereum (L.) H. Rob.,Forb,Cyanthillium,cinereum,Asteraceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06264,18.02038340065428,-67.07704734286943,Melochia pyramidata L.,Forb,Melochia,pyramidata,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06232,18.02106380742836,-67.0772753354181,Cyanthillium cinereum (L.) H. Rob.,Forb,Cyanthillium,cinereum,Asteraceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06236,18.02101676699002,-67.07726740964154,Wissadula amplissima (L.) R.E. Fries,Forb,Wissadula,amplissima,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06245,18.02084653388777,-67.0772222678085,Wissadula amplissima (L.) R.E. Fries,Forb,Wissadula,amplissima,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06227,18.02116118131908,-67.07725904023425,Bothriochloa pertusa (L.) A. Camus,Graminoid,Bothriochloa,pertusa,Poaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06271,18.02038385082706,-67.07539688294919,Alysicarpus vaginalis (L.) DC.,Forb,Alysicarpus,vaginalis,Fabaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06220,18.021302089702345,-67.07725823741285,Mimosa pudica L.,Forb,Mimosa,pudica,Fabaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06215,18.02220103629466,-67.07674493112239,Cynodon dactylon (L.) Pers.,Graminoid,Cynodon,dactylon,Poaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06225,18.021175394767344,-67.07723525926943,Bothriochloa pertusa (L.) A. Camus,Graminoid,Bothriochloa,pertusa,Poaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06276,18.020481689445084,-67.07539507478529,Wissadula amplissima (L.) R.E. Fries,Forb,Wissadula,amplissima,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06256,18.020469633391706,-67.07728257332786,Melochia pyramidata L.,Forb,Melochia,pyramidata,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06274,18.020458663809613,-67.07535750703494,Malvastrum coromandelianum (L.) Garcke,Forb,Malvastrum,coromandelianum,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06283,18.020989993038032,-67.07539436361827,Ruellia tuberosa L.,Forb,Ruellia,tuberosa,Acanthaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06290,18.02118544487138,-67.07536808645915,Malvastrum coromandelianum (L.) Garcke,Forb,Malvastrum,coromandelianum,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06242,18.02089753345844,-67.0772650848575,Cyanthillium cinereum (L.) H. Rob.,Forb,Cyanthillium,cinereum,Asteraceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06240,18.02092344838353,-67.07723738414037,Malachra capitata (L.) L.,Forb,Malachra,capitata,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06294,18.02216731279384,-67.07707486344478,Cynodon dactylon (L.) Pers.,Graminoid,Cynodon,dactylon,Poaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06273,18.02039355388642,-67.07537035754123,Alysicarpus vaginalis (L.) DC.,Forb,Alysicarpus,vaginalis,Fabaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06268,18.020378007400648,-67.07555248481705,Alysicarpus vaginalis (L.) DC.,Forb,Alysicarpus,vaginalis,Fabaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06224,18.021182928375268,-67.07726632981746,Bothriochloa pertusa (L.) A. Camus,Graminoid,Bothriochloa,pertusa,Poaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06223,18.02119287075736,-67.0772671530141,Amaranthus spinosus L.,Forb,Amaranthus,spinosus,Amaranthaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06251,18.02063946307756,-67.07728711474898,Mimosa pudica L.,Forb,Mimosa,pudica,Fabaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06261,18.02034337469612,-67.07716490918065,Mimosa pudica L.,Forb,Mimosa,pudica,Fabaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06231,18.021084670247628,-67.07728452439662,Malachra capitata (L.) L.,Forb,Malachra,capitata,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06226,18.021162525268437,-67.07730340655944,Mimosa pudica L.,Forb,Mimosa,pudica,Fabaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06252,18.02062769593178,-67.07728442515892,Malachra capitata (L.) L.,Forb,Malachra,capitata,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06287,18.021124789827397,-67.07537334346375,Wissadula amplissima (L.) R.E. Fries,Forb,Wissadula,amplissima,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06278,18.020622128846657,-67.07539477901045,Achyranthes aspera L.,Forb,Achyranthes,aspera,Amaranthaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06281,18.020837803813823,-67.07539759601066,Achyranthes aspera L.,Forb,Achyranthes,aspera,Amaranthaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06279,18.020818524256487,-67.07537227073028,Achyranthes aspera L.,Forb,Achyranthes,aspera,Amaranthaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06254,18.02052161336627,-67.0772422791565,Achyranthes aspera L.,Forb,Achyranthes,aspera,Amaranthaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06280,18.020825025903775,-67.07538826605426,Achyranthes aspera L.,Forb,Achyranthes,aspera,Amaranthaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06237,18.02097878469752,-67.07726220645934,Malachra capitata (L.) L.,Forb,Malachra,capitata,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06259,18.020358283114668,-67.07725001929435,Amaranthus spinosus L.,Forb,Amaranthus,spinosus,Amaranthaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06258,18.020420589939302,-67.07725484147555,Amaranthus spinosus L.,Forb,Amaranthus,spinosus,Amaranthaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06244,18.020854867291572,-67.07724294113511,Cyanthillium cinereum (L.) H. Rob.,Forb,Cyanthillium,cinereum,Asteraceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06255,18.020497523196845,-67.07727184619426,Achyranthes aspera L.,Forb,Achyranthes,aspera,Amaranthaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06272,18.02038902388606,-67.0753703975404,Alysicarpus vaginalis (L.) DC.,Forb,Alysicarpus,vaginalis,Fabaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06243,18.02086021961808,-67.07723626575707,Phyla fruticosa (Mill.) Kennedy,Evergreen forb,Phyla,fruticosa,NA
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06250,18.0206798729202,-67.07726395905965,Phyla fruticosa (Mill.) Kennedy,Evergreen forb,Phyla,fruticosa,NA
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06257,18.020450417086735,-67.07725731106623,Phyla fruticosa (Mill.) Kennedy,Evergreen forb,Phyla,fruticosa,NA
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06253,18.02061924057188,-67.07725147731377,Phyla fruticosa (Mill.) Kennedy,Evergreen forb,Phyla,fruticosa,NA
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06285,18.02103685147955,-67.07536845430417,Phyla fruticosa (Mill.) Kennedy,Evergreen forb,Phyla,fruticosa,NA
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06277,18.020573157889046,-67.07539049002992,Phyla fruticosa (Mill.) Kennedy,Evergreen forb,Phyla,fruticosa,NA
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06200,NA,NA,Cynodon nlemfuensis Vanderyst,Graminoid,Cynodon,nlemfuensis,Poaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06202,NA,NA,Urochloa maxima (Jacq.) R. Webster,Graminoid,Urochloa,maxima,Poaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06203,NA,NA,Urochloa maxima (Jacq.) R. Webster,Graminoid,Urochloa,maxima,Poaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06295,18.02219637912562,-67.077190975816407,Amaranthus spinosus L.,Forb,Amaranthus,spinosus,Amaranthaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06296,18.02217558406541,-67.07719401838223,Amaranthus spinosus L.,Forb,Amaranthus,spinosus,Amaranthaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06297,18.02208837265743,-67.0772279691534,Melochia pyramidata L.,Forb,Melochia,pyramidata,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06300,18.020318480722967,-67.07724014375061,Amaranthus spinosus L.,Forb,Amaranthus,spinosus,Amaranthaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06299,18.02097439166168,-67.07727453602595,Malachra capitata (L.) L.,Forb,Malachra,capitata,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06298,18.02113940377189,-67.07733957209433,Amaranthus spinosus L.,Forb,Amaranthus,spinosus,Amaranthaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06308,18.02047983049109,-67.07539036981619,Malvastrum coromandelianum (L.) Garcke,Forb,Malvastrum,coromandelianum,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06306,18.020629351825452,-67.0772692960303,Malachra capitata (L.) L.,Forb,Malachra,capitata,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06301,18.021046209474857,-67.07723116712341,Cyanthillium cinereum (L.) H. Rob.,Forb,Cyanthillium,cinereum,Asteraceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06309,18.021355237566073,-67.07535533227279,Malvastrum coromandelianum (L.) Garcke,Forb,Malvastrum,coromandelianum,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06307,18.021103992092787,-67.07722951890682,Mimosa pudica L.,Forb,Mimosa,pudica,Fabaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06303,18.021027056499214,-67.07730316815308,Mimosa pudica L.,Forb,Mimosa,pudica,Fabaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06305,18.0208910248204,-67.0772462779185,Cyanthillium cinereum (L.) H. Rob.,Forb,Cyanthillium,cinereum,Asteraceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06302,18.021140100375508,-67.0773187887315,Amaranthus spinosus L.,Forb,Amaranthus,spinosus,Amaranthaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06304,18.020881844708665,-67.07723128076918,Malachra capitata (L.) L.,Forb,Malachra,capitata,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06315,18.021915755580384,-67.07723498222123,Urochloa maxima (Jacq.) R. Webster,Graminoid,Urochloa,maxima,Poaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06325,18.021891234991298,-67.07722397579948,Urochloa maxima (Jacq.) R. Webster,Graminoid,Urochloa,maxima,Poaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06316,18.02127430025169,-67.07728221437918,Malvastrum coromandelianum (L.) Garcke,Forb,Malvastrum,coromandelianum,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06321,18.02034630661914,-67.07542550373425,Cyanthillium cinereum (L.) H. Rob.,Forb,Cyanthillium,cinereum,Asteraceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06335,18.021003128170513,-67.07725813266696,Alysicarpus vaginalis (L.) DC.,Forb,Alysicarpus,vaginalis,Fabaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06333,18.021057664683003,-67.07729335217773,Mimosa pudica L.,Forb,Mimosa,pudica,Fabaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06344,18.021396823479503,-67.0753640382632,Alysicarpus vaginalis (L.) DC.,Forb,Alysicarpus,vaginalis,Fabaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06340,18.02062424341829,-67.0773005204823,Malachra capitata (L.) L.,Forb,Malachra,capitata,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06322,18.020348890647764,-67.07541698729177,Cyanthillium cinereum (L.) H. Rob.,Forb,Cyanthillium,cinereum,Asteraceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06318,18.021257040049843,-67.07727203719377,Wissadula amplissima (L.) R.E. Fries,Forb,Wissadula,amplissima,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06320,18.02035999688156,-67.07543478650477,Cyanthillium cinereum (L.) H. Rob.,Forb,Cyanthillium,cinereum,Asteraceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06342,18.020606464860375,-67.07732906633963,Urochloa maxima (Jacq.) R. Webster,Graminoid,Urochloa,maxima,Poaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06328,18.021228322306335,-67.07729032897593,Amaranthus spinosus L.,Forb,Amaranthus,spinosus,Amaranthaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06338,18.02093126344047,-67.07729678056084,Cyanthillium cinereum (L.) H. Rob.,Forb,Cyanthillium,cinereum,Asteraceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06329,18.021204166469506,-67.0773132867453,Amaranthus spinosus L.,Forb,Amaranthus,spinosus,Amaranthaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06314,18.02190694075949,-67.07725776307996,Malvastrum coromandelianum (L.) Garcke,Forb,Malvastrum,coromandelianum,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06347,18.020330676421764,-67.07546811538812,Alysicarpus vaginalis (L.) DC.,Forb,Alysicarpus,vaginalis,Fabaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06327,18.02126028614854,-67.07723516943511,Melochia pyramidata L.,Forb,Melochia,pyramidata,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06310,18.022193008687744,-67.07701167581575,Achyranthes aspera L.,Forb,Achyranthes,aspera,Amaranthaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06323,18.0221415325182,-67.076868577709,Mimosa pudica L.,Forb,Mimosa,pudica,Fabaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06312,18.022150572354683,-67.07715015998268,Achyranthes aspera L.,Forb,Achyranthes,aspera,Amaranthaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06343,18.0205991189012,-67.07731687979506,Urochloa maxima (Jacq.) R. Webster,Graminoid,Urochloa,maxima,Poaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06319,18.021136528239044,-67.0772319554899,Malvastrum coromandelianum (L.) Garcke,Forb,Malvastrum,coromandelianum,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06337,18.020949548601394,-67.07731922129838,Malachra capitata (L.) L.,Forb,Malachra,capitata,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06334,18.021015788934683,-67.07725986706062,Cyanthillium cinereum (L.) H. Rob.,Forb,Cyanthillium,cinereum,Asteraceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06326,18.021274857116328,-67.07724726701645,Melochia pyramidata L.,Forb,Melochia,pyramidata,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06336,18.020994464062003,-67.07729506637106,Malachra capitata (L.) L.,Forb,Malachra,capitata,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06346,18.020990711216776,-67.07537547168934,Alysicarpus vaginalis (L.) DC.,Forb,Alysicarpus,vaginalis,Fabaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06332,18.021094281913825,-67.07734295467651,Amaranthus spinosus L.,Forb,Amaranthus,spinosus,Amaranthaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06345,18.021415821827535,-67.07536936745801,Alysicarpus vaginalis (L.) DC.,Forb,Alysicarpus,vaginalis,Fabaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06339,18.02067852661992,-67.07731024665543,Malachra capitata (L.) L.,Forb,Malachra,capitata,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06331,18.02110303046522,-67.07731451873548,Amaranthus spinosus L.,Forb,Amaranthus,spinosus,Amaranthaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06311,18.0221680000862,-67.0771086576391,Achyranthes aspera L.,Forb,Achyranthes,aspera,Amaranthaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06341,18.020622069158065,-67.07735437262812,Malachra capitata (L.) L.,Forb,Malachra,capitata,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06324,18.02212290292439,-67.07724545300631,Urochloa maxima (Jacq.) R. Webster,Graminoid,Urochloa,maxima,Poaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06317,18.021259908543108,-67.07728805557502,Wissadula amplissima (L.) R.E. Fries,Forb,Wissadula,amplissima,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06330,18.02109584399165,-67.0773183835268,Malachra capitata (L.) L.,Forb,Malachra,capitata,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06313,18.022120228454757,-67.07724926582114,Achyranthes aspera L.,Forb,Achyranthes,aspera,Amaranthaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06348,18.020379530775056,-67.07682998826064,Malvastrum coromandelianum (L.) Garcke,Forb,Malvastrum,coromandelianum,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06585,18.020411023033645,-67.07680621997528,Melochia pyramidata L.,Forb,Melochia,pyramidata,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06587,18.020343736592228,-67.07543496317616,Cyanthillium cinereum (L.) H. Rob.,Forb,Cyanthillium,cinereum,Asteraceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06583,18.0203797786036,-67.07721511494394,Mimosa pudica L.,Forb,Mimosa,pudica,Fabaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06597,18.021146545678008,-67.07724033227107,Bothriochloa pertusa (L.) A. Camus,Graminoid,Bothriochloa,pertusa,Poaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06579,18.020467249788283,-67.07540086794333,Wissadula amplissima (L.) R.E. Fries,Forb,Wissadula,amplissima,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06575,18.021187743596528,-67.07729648917011,Malachra capitata (L.) L.,Forb,Malachra,capitata,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06576,18.02123255584759,-67.07726194801201,Melochia pyramidata L.,Forb,Melochia,pyramidata,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06586,18.020366410611057,-67.07562334720984,Wissadula amplissima (L.) R.E. Fries,Forb,Wissadula,amplissima,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06577,18.020400111874988,-67.07539201798811,Cynodon nlemfuensis Vanderyst,Graminoid,Cynodon,nlemfuensis,Poaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06582,18.020380658545463,-67.07732615103397,Alysicarpus vaginalis (L.) DC.,Forb,Alysicarpus,vaginalis,Fabaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06578,18.021103311914416,-67.0773428446792,Achyranthes aspera L.,Forb,Achyranthes,aspera,Amaranthaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06598,18.020403731233326,-67.0767941174379,Ruellia tuberosa L.,Forb,Ruellia,tuberosa,Acanthaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06580,18.020960940479245,-67.07728414299937,Melochia pyramidata L.,Forb,Melochia,pyramidata,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06584,18.020410479665777,-67.07687369380027,Phyla fruticosa (Mill.) Kennedy,Evergreen forb,Phyla,fruticosa,NA
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06588,18.02050346656058,-67.07732465511076,Melochia pyramidata L.,Forb,Melochia,pyramidata,Malvaceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06600,18.020486257008475,-67.07539881156156,Cyanthillium cinereum (L.) H. Rob.,Forb,Cyanthillium,cinereum,Asteraceae
LAJA,18.021288,-67.076307,NEON.PLA.D04.LAJA.06581,18.02047005555664,-67.07732506209095,Malachra capitata (L.) L.,Forb,Malachra,capitata,Malvaceae
