site,sitename,date
AT,Austin,2009-04-27
ST,Seattle,2009-05-28
DV,Denver,2009-03-07
ST,Seattle,2009-02-07
TP,Tampa,2009-01-07
AT,Austin,2009-02-21
TP,Tampa,2009-04-29
DV,Denver,2009-03-02
AT,Austin,2009-01-03
HT,Houston,2009-02-11
AT,Austin,2009-01-23
ST,Seattle,2009-05-05
ST,Seattle,2009-03-18
ST,Seattle,2009-03-28
AT,Austin,2009-04-17
DV,Denver,2009-04-07
DV,Denver,2009-06-28
DV,Denver,2009-03-03
ST,Seattle,2009-03-11
TP,Tampa,2009-01-05
DV,Denver,2009-06-17
DV,Denver,2009-06-21
ST,Seattle,2009-05-30
AT,Austin,2009-06-01
HT,Houston,2009-04-23
DV,Denver,2009-04-01
TP,Tampa,2009-04-27
NY,New York,2009-05-13
TP,Tampa,2009-03-23
AT,Austin,2009-01-01
TP,Tampa,2009-01-21
HT,Houston,2009-04-20
TP,Tampa,2009-03-16
ST,Seattle,2009-03-03
ST,Seattle,2009-06-26
AT,Austin,2009-06-02
NY,New York,2009-04-17
AT,Austin,2009-04-05
DV,Denver,2009-06-23
DV,Denver,2009-02-27
NY,New York,2009-06-21
HT,Houston,2009-01-28
ST,Seattle,2009-03-17
NY,New York,2009-04-21
HT,Houston,2009-02-06
ST,Seattle,2009-02-04
DV,Denver,2009-06-04
ST,Seattle,2009-02-14
ST,Seattle,2009-06-22
AT,Austin,2009-06-24
AT,Austin,2009-05-18
ST,Seattle,2009-03-23
AT,Austin,2009-05-08
ST,Seattle,2009-03-01
AT,Austin,2009-06-22
AT,Austin,2009-06-21
ST,Seattle,2009-06-21
AT,Austin,2009-04-06
NY,New York,2009-04-24
AT,Austin,2009-05-21
TP,Tampa,2009-02-25
ST,Seattle,2009-01-23
AT,Austin,2009-01-21
AT,Austin,2009-01-30
AT,Austin,2009-01-02
HT,Houston,2009-02-25
DV,Denver,2009-04-10
ST,Seattle,2009-06-03
AT,Austin,2009-01-07
DV,Denver,2009-06-11
TP,Tampa,2009-06-08
DV,Denver,2009-03-16
AT,Austin,2009-06-18
TP,Tampa,2009-01-27
NY,New York,2009-04-30
AT,Austin,2009-03-06
DV,Denver,2009-05-26
NY,New York,2009-06-17
AT,Austin,2009-01-31
ST,Seattle,2009-06-28
TP,Tampa,2009-03-15
ST,Seattle,2009-04-13
ST,Seattle,2009-04-16
TP,Tampa,2009-02-02
ST,Seattle,2009-02-28
AT,Austin,2009-06-25
TP,Tampa,2009-01-26
TP,Tampa,2009-05-05
HT,Houston,2009-03-13
AT,Austin,2009-06-07
ST,Seattle,2009-05-20
AT,Austin,2009-02-10
AT,Austin,2009-05-29
DV,Denver,2009-02-18
TP,Tampa,2009-05-28
HT,Houston,2009-04-08
TP,Tampa,2009-03-30
ST,Seattle,2009-05-19
AT,Austin,2009-03-26
ST,Seattle,2009-05-04
TP,Tampa,2009-03-17
AT,Austin,2009-05-26
ST,Seattle,2009-01-21
AT,Austin,2009-01-14
AT,Austin,2009-05-07
HT,Houston,2009-04-09
TP,Tampa,2009-04-14
DV,Denver,2009-05-18
HT,Houston,2009-01-14
ST,Seattle,2009-06-23
ST,Seattle,2009-03-07
ST,Seattle,2009-06-07
ST,Seattle,2009-05-10
TP,Tampa,2009-01-22
DV,Denver,2009-05-11
ST,Seattle,2009-04-06
ST,Seattle,2009-04-17
NY,New York,2009-04-27
NY,New York,2009-06-15
ST,Seattle,2009-02-16
ST,Seattle,2009-02-25
NY,New York,2009-04-20
ST,Seattle,2009-06-24
AT,Austin,2009-03-02
AT,Austin,2009-02-22
AT,Austin,2009-03-29
DV,Denver,2009-05-12
HT,Houston,2009-03-12
ST,Seattle,2009-03-15
ST,Seattle,2009-05-12
AT,Austin,2009-03-01
NY,New York,2009-04-16
AT,Austin,2009-03-04
AT,Austin,2009-02-20
HT,Houston,2009-04-28
DV,Denver,2009-02-24
AT,Austin,2009-03-28
AT,Austin,2009-02-06
ST,Seattle,2009-06-20
DV,Denver,2009-03-01
DV,Denver,2009-05-05
ST,Seattle,2009-02-10
DV,Denver,2009-06-12
HT,Houston,2009-02-17
ST,Seattle,2009-02-26
HT,Houston,2009-03-03
HT,Houston,2009-04-15
AT,Austin,2009-05-31
AT,Austin,2009-02-24
ST,Seattle,2009-03-24
TP,Tampa,2009-03-14
ST,Seattle,2009-02-17
DV,Denver,2009-03-23
AT,Austin,2009-01-08
DV,Denver,2009-04-16
AT,Austin,2009-04-15
ST,Seattle,2009-03-16
ST,Seattle,2009-01-31
ST,Seattle,2009-03-21
AT,Austin,2009-05-12
DV,Denver,2009-06-08
DV,Denver,2009-05-29
TP,Tampa,2009-03-19
ST,Seattle,2009-04-02
DV,Denver,2009-03-12
ST,Seattle,2009-02-24
AT,Austin,2009-06-28
ST,Seattle,2009-05-16
ST,Seattle,2009-03-27
TP,Tampa,2009-03-25
DV,Denver,2009-06-01
TP,Tampa,2009-03-09
DV,Denver,2009-06-18
DV,Denver,2009-05-01
AT,Austin,2009-02-13
AT,Austin,2009-05-05
AT,Austin,2009-06-12
ST,Seattle,2009-06-11
AT,Austin,2009-04-09
TP,Tampa,2009-02-03
TP,Tampa,2009-06-01
ST,Seattle,2009-05-26
TP,Tampa,2009-05-26
TP,Tampa,2009-04-06
NY,New York,2009-05-20
ST,Seattle,2009-04-26
ST,Seattle,2009-04-27
HT,Houston,2009-02-12
ST,Seattle,2009-06-10
HT,Houston,2009-01-08
ST,Seattle,2009-02-11
DV,Denver,2009-06-29
ST,Seattle,2009-06-05
DV,Denver,2009-05-19
HT,Houston,2009-01-06
AT,Austin,2009-04-14
DV,Denver,2009-04-27
DV,Denver,2009-06-25
DV,Denver,2009-03-08
ST,Seattle,2009-06-01
DV,Denver,2009-05-15
DV,Denver,2009-03-25
HT,Houston,2009-03-02
ST,Seattle,2009-03-09
TP,Tampa,2009-01-28
DV,Denver,2009-05-07
TP,Tampa,2009-06-10
ST,Seattle,2009-02-20
TP,Tampa,2009-06-29
HT,Houston,2009-01-16
DV,Denver,2009-05-10
AT,Austin,2009-02-01
AT,Austin,2009-02-19
TP,Tampa,2009-05-19
TP,Tampa,2009-04-20
AT,Austin,2009-02-14
ST,Seattle,2009-05-09
ST,Seattle,2009-03-31
AT,Austin,2009-02-02
HT,Houston,2009-02-23
DV,Denver,2009-03-24
AT,Austin,2009-03-09
AT,Austin,2009-01-13
ST,Seattle,2009-01-28
HT,Houston,2009-02-16
DV,Denver,2009-03-14
DV,Denver,2009-06-09
DV,Denver,2009-03-29
ST,Seattle,2009-06-08
DV,Denver,2009-04-13
ST,Seattle,2009-06-14
AT,Austin,2009-03-31
DV,Denver,2009-05-09
TP,Tampa,2009-05-14
ST,Seattle,2009-03-12
ST,Seattle,2009-04-08
AT,Austin,2009-05-25
ST,Seattle,2009-04-10
ST,Seattle,2009-03-30
HT,Houston,2009-02-03
AT,Austin,2009-05-27
AT,Austin,2009-01-22
DV,Denver,2009-03-26
DV,Denver,2009-03-06
AT,Austin,2009-04-23
AT,Austin,2009-01-26
ST,Seattle,2009-03-06
HT,Houston,2009-05-06
AT,Austin,2009-03-25
DV,Denver,2009-03-31
DV,Denver,2009-06-14
AT,Austin,2009-05-14
ST,Seattle,2009-03-10
ST,Seattle,2009-04-04
AT,Austin,2009-02-17
TP,Tampa,2009-06-17
ST,Seattle,2009-04-21
AT,Austin,2009-03-07
ST,Seattle,2009-05-06
ST,Seattle,2009-04-11
DV,Denver,2009-04-03
NY,New York,2009-05-18
ST,Seattle,2009-02-23
ST,Seattle,2009-02-15
TP,Tampa,2009-04-07
DV,Denver,2009-05-04
TP,Tampa,2009-03-18
ST,Seattle,2009-04-24
HT,Houston,2009-03-24
DV,Denver,2009-04-05
AT,Austin,2009-05-06
ST,Seattle,2009-06-15
AT,Austin,2009-03-30
HT,Houston,2009-04-14
TP,Tampa,2009-05-04
DV,Denver,2009-03-11
ST,Seattle,2009-05-31
TP,Tampa,2009-06-24
DV,Denver,2009-04-21
ST,Seattle,2009-06-18
ST,Seattle,2009-03-08
AT,Austin,2009-01-11
AT,Austin,2009-01-20
TP,Tampa,2009-03-04
AT,Austin,2009-06-15
HT,Houston,2009-04-02
AT,Austin,2009-02-05
AT,Austin,2009-03-08
AT,Austin,2009-05-30
TP,Tampa,2009-02-10
ST,Seattle,2009-06-09
AT,Austin,2009-04-07
AT,Austin,2009-01-29
ST,Seattle,2009-03-05
TP,Tampa,2009-03-24
NY,New York,2009-05-29
ST,Seattle,2009-05-22
AT,Austin,2009-06-27
DV,Denver,2009-06-22
ST,Seattle,2009-03-13
TP,Tampa,2009-01-13
HT,Houston,2009-02-04
ST,Seattle,2009-05-24
ST,Seattle,2009-04-05
DV,Denver,2009-05-28
TP,Tampa,2009-02-23
NY,New York,2009-06-25
ST,Seattle,2009-05-14
NY,New York,2009-05-07
TP,Tampa,2009-06-22
ST,Seattle,2009-05-13
NY,New York,2009-05-11
DV,Denver,2009-02-23
HT,Houston,2009-01-05
DV,Denver,2009-06-10
TP,Tampa,2009-03-12
ST,Seattle,2009-03-20
NY,New York,2009-05-08
AT,Austin,2009-04-25
HT,Houston,2009-05-05
ST,Seattle,2009-05-07
DV,Denver,2009-09-30
DV,Denver,2009-08-19
ST,Seattle,2009-07-27
DV,Denver,2009-10-07
DV,Denver,2009-10-20
AT,Austin,2009-07-13
DV,Denver,2009-08-14
AT,Austin,2009-09-18
TP,Tampa,2009-09-21
DV,Denver,2009-07-22
TP,Tampa,2009-10-13
TP,Tampa,2009-10-27
TP,Tampa,2009-09-02
AT,Austin,2009-10-24
AT,Austin,2009-10-31
NY,New York,2009-09-08
DV,Denver,2009-07-29
DV,Denver,2009-10-21
TP,Tampa,2009-09-28
AT,Austin,2009-09-21
AT,Austin,2009-10-02
AT,Austin,2009-12-21
AT,Austin,2009-12-18
DV,Denver,2009-07-26
ST,Seattle,2009-07-09
DV,Denver,2009-09-14
TP,Tampa,2009-11-24
NY,New York,2009-11-18
ST,Seattle,2009-07-05
TP,Tampa,2009-11-03
ST,Seattle,2009-07-13
DV,Denver,2009-10-19
AT,Austin,2009-07-02
DV,Denver,2009-09-09
ST,Seattle,2009-07-16
AT,Austin,2009-11-17
AT,Austin,2009-08-18
TP,Tampa,2009-07-13
AT,Austin,2009-08-01
AT,Austin,2009-12-28
AT,Austin,2009-07-04
AT,Austin,2009-07-12
AT,Austin,2009-07-18
NY,New York,2009-09-04
NY,New York,2009-11-03
TP,Tampa,2009-11-17
AT,Austin,2009-10-17
AT,Austin,2009-12-07
TP,Tampa,2009-09-16
DV,Denver,2009-09-01
NY,New York,2009-08-03
AT,Austin,2009-07-19
NY,New York,2009-09-07
DV,Denver,2009-09-13
AT,Austin,2009-08-04
NY,New York,2009-08-27
AT,Austin,2009-10-13
AT,Austin,2009-12-22
AT,Austin,2009-09-17
TP,Tampa,2009-10-14
DV,Denver,2009-09-11
DV,Denver,2009-08-11
AT,Austin,2009-07-01
NY,New York,2009-08-30
AT,Austin,2009-10-15
AT,Austin,2009-08-07
AT,Austin,2009-11-29
AT,Austin,2009-11-04
NY,New York,2009-10-20
ST,Seattle,2009-07-25
DV,Denver,2009-09-27
AT,Austin,2009-07-22
NY,New York,2009-10-06
AT,Austin,2009-12-19
TP,Tampa,2009-10-19
AT,Austin,2009-11-25
TP,Tampa,2009-08-25
AT,Austin,2009-10-11
TP,Tampa,2009-07-22
NY,New York,2009-08-25
NY,New York,2009-08-05
AT,Austin,2009-12-12
NY,New York,2009-10-07
AT,Austin,2009-12-03
DV,Denver,2009-10-06
AT,Austin,2009-08-23
AT,Austin,2009-07-08
TP,Tampa,2009-11-23
AT,Austin,2009-12-04
NY,New York,2009-07-16
DV,Denver,2009-08-25
NY,New York,2009-08-10
AT,Austin,2009-08-19
DV,Denver,2009-10-09
AT,Austin,2009-10-27
AT,Austin,2009-11-21
DV,Denver,2009-07-18
AT,Austin,2009-08-16
ST,Seattle,2009-07-20
DV,Denver,2009-08-28
AT,Austin,2009-12-27
AT,Austin,2009-10-07
AT,Austin,2009-10-03
AT,Austin,2009-12-06
NY,New York,2009-07-14
ST,Seattle,2009-07-18
TP,Tampa,2009-09-22
DV,Denver,2009-10-26
DV,Denver,2009-08-18
DV,Denver,2009-08-02
NY,New York,2009-11-28
AT,Austin,2009-07-20
DV,Denver,2009-08-12
NY,New York,2009-07-29
TP,Tampa,2009-10-28
TP,Tampa,2009-07-01
NY,New York,2009-11-30
DV,Denver,2009-08-30
AT,Austin,2009-11-23
DV,Denver,2009-09-03
TP,Tampa,2009-07-07
AT,Austin,2009-11-06
NY,New York,2009-07-26
AT,Austin,2009-08-09
NY,New York,2009-07-15
DV,Denver,2009-10-03
DV,Denver,2009-07-13
AT,Austin,2009-07-21
DV,Denver,2009-09-17
DV,Denver,2009-07-07
AT,Austin,2009-09-30
AT,Austin,2009-11-01
TP,Tampa,2009-08-03
NY,New York,2009-08-02
DV,Denver,2009-09-02
DV,Denver,2009-07-30
AT,Austin,2009-08-02
NY,New York,2009-11-27
NY,New York,2009-07-18
TP,Tampa,2009-11-09
DV,Denver,2009-09-28
NY,New York,2009-11-25
NY,New York,2009-07-05
AT,Austin,2009-07-15
DV,Denver,2009-07-02
TP,Tampa,2009-08-05
AT,Austin,2009-08-17
ST,Seattle,2009-07-17
AT,Austin,2009-10-01
AT,Austin,2009-12-23
AT,Austin,2009-07-17
ST,Seattle,2009-07-31
ST,Seattle,2009-07-06
AT,Austin,2009-12-14
AT,Austin,2009-08-06
TP,Tampa,2009-09-09
DV,Denver,2009-10-24
AT,Austin,2009-07-16
NY,New York,2009-10-28
AT,Austin,2009-07-31
AT,Austin,2009-10-20
TP,Tampa,2009-11-04
NY,New York,2009-10-25
AT,Austin,2009-08-13
DV,Denver,2009-09-04
DV,Denver,2009-08-29
NY,New York,2009-11-29
DV,Denver,2009-08-24
NY,New York,2009-07-20
ST,Seattle,2009-07-14
NY,New York,2009-09-17
NY,New York,2009-08-14
DV,Denver,2009-10-12
DV,Denver,2009-07-11
DV,Denver,2009-07-05
TP,Tampa,2009-10-26
DV,Denver,2009-09-20
NY,New York,2009-08-31
DV,Denver,2009-09-21
AT,Austin,2009-10-08
ST,Seattle,2009-07-26
NY,New York,2009-10-11
DV,Denver,2009-08-04
AT,Austin,2009-07-06
NY,New York,2009-09-02
TP,Tampa,2009-09-30
AT,Austin,2009-11-20
DV,Denver,2009-08-23
AT,Austin,2009-12-15
AT,Austin,2009-12-16
AT,Austin,2009-08-24
TP,Tampa,2009-09-01
AT,Austin,2009-10-16
TP,Tampa,2009-11-18
AT,Austin,2009-10-30
NY,New York,2009-09-15
AT,Austin,2009-09-16
NY,New York,2009-10-22
DV,Denver,2009-07-10
TP,Tampa,2009-12-22
TP,Tampa,2009-08-26
NY,New York,2009-07-01
NY,New York,2009-09-14
DV,Denver,2009-10-11
ST,Seattle,2009-07-15
NY,New York,2009-09-01
TP,Tampa,2009-09-10
AT,Austin,2009-08-27
AT,Austin,2009-11-02
NY,New York,2009-10-27
AT,Austin,2009-09-27
ST,Seattle,2009-07-01
AT,Austin,2009-11-30
DV,Denver,2009-09-15
TP,Tampa,2009-10-05
AT,Austin,2009-11-05
TP,Tampa,2009-10-12
AT,Austin,2009-09-19
AT,Austin,2009-07-03
NY,New York,2009-07-07
AT,Austin,2009-10-29
ST,Seattle,2009-07-28
TP,Tampa,2009-12-02
TP,Tampa,2009-12-01
AT,Austin,2009-10-19
DV,Denver,2009-07-09
DV,Denver,2009-08-31
AT,Austin,2009-10-21
DV,Denver,2009-10-23
ST,Seattle,2009-07-11
TP,Tampa,2009-10-06
NY,New York,2009-10-13
NY,New York,2009-07-09
AT,Austin,2009-10-10
TP,Tampa,2009-08-04
NY,New York,2009-09-24
DV,Denver,2009-07-16
NY,New York,2009-09-10
DV,Denver,2009-09-29
DV,Denver,2009-07-15
NY,New York,2009-08-20
DV,Denver,2009-09-16
DV,Denver,2009-10-16
DV,Denver,2009-08-21
AT,Austin,2009-08-11
TP,Tampa,2009-12-15
TP,Tampa,2009-08-19
AT,Austin,2009-09-22
AT,Austin,2009-10-23
NY,New York,2009-11-26
ST,Seattle,2009-07-12
TP,Tampa,2009-07-02
NY,New York,2009-09-16
NY,New York,2009-09-03
ST,Seattle,2009-07-24
ST,Seattle,2009-07-03
NY,New York,2009-08-12
NY,New York,2009-10-26
DV,Denver,2009-10-18
AT,Austin,2009-10-25
DV,Denver,2009-08-27
AT,Austin,2009-08-10
AT,Austin,2009-10-06
ST,Seattle,2009-07-19
AT,Austin,2009-09-29
AT,Austin,2009-12-08
NY,New York,2009-08-26
DV,Denver,2009-08-01
AT,Austin,2009-11-24
AT,Austin,2009-12-20
DV,Denver,2009-07-06
NY,New York,2009-07-19
NY,New York,2009-12-01
AT,Austin,2009-08-03
TP,Tampa,2009-07-08
TP,Tampa,2009-08-10
AT,Austin,2009-10-18
NY,New York,2009-09-21
TP,Tampa,2009-08-24
AT,Austin,2009-10-22
TP,Tampa,2009-10-20
AT,Austin,2009-09-28
DV,Denver,2009-10-08
AT,Austin,2009-07-30
AT,Austin,2009-12-09
NY,New York,2009-08-18
AT,Austin,2009-07-05
NY,New York,2009-07-17
DV,Denver,2009-07-21
TP,Tampa,2009-09-29
DV,Denver,2009-10-02
NY,New York,2009-10-19
AT,Austin,2009-08-20
AT,Austin,2009-07-09
TP,Tampa,2009-08-17
TP,Tampa,2009-10-21
DV,Denver,2009-08-08
AT,Austin,2009-10-05
AT,Austin,2009-07-11
NY,New York,2009-10-21
DV,Denver,2009-07-24
NY,New York,2009-08-19
TP,Tampa,2009-11-02
AT,Austin,2009-11-16
DV,Denver,2009-10-10
AT,Austin,2009-12-25
AT,Austin,2009-09-25
NY,New York,2009-09-23
DV,Denver,2009-07-31
DV,Denver,2009-09-18
NY,New York,2009-07-06
AT,Austin,2009-12-10
DV,Denver,2009-07-19
DV,Denver,2009-08-07
TP,Tampa,2009-12-14
AT,Austin,2009-12-29
DV,Denver,2009-08-06
AT,Austin,2009-09-24
DV,Denver,2009-08-17
DV,Denver,2009-09-10
AT,Austin,2009-07-07
AT,Austin,2009-12-24
DV,Denver,2009-10-28
AT,Austin,2009-12-17
ST,Seattle,2009-07-07
DV,Denver,2009-07-28
DV,Denver,2009-10-01
NY,New York,2009-08-24
ST,Seattle,2009-07-04
AT,Austin,2009-11-03
DV,Denver,2009-07-23
NY,New York,2009-11-04
TP,Tampa,2009-12-07
AT,Austin,2009-07-28
DV,Denver,2009-08-03
NY,New York,2009-12-02
DV,Denver,2009-07-08
AT,Austin,2009-10-26
NY,New York,2009-07-30
TP,Tampa,2009-09-15
DV,Denver,2009-10-04
TP,Tampa,2009-08-12
DV,Denver,2009-10-15
AT,Austin,2009-10-09
AT,Austin,2009-10-14
AT,Austin,2009-09-26
TP,Tampa,2009-09-14
AT,Austin,2009-12-05
AT,Austin,2009-12-30
AT,Austin,2009-07-29
AT,Austin,2009-11-18
TP,Tampa,2009-07-28
DV,Denver,2009-07-01
NY,New York,2009-10-12
NY,New York,2009-07-11
TP,Tampa,2009-10-07
TP,Tampa,2009-08-11
NY,New York,2009-10-14
AT,Austin,2009-08-25
AT,Austin,2009-10-12
DV,Denver,2009-09-25
TP,Tampa,2009-07-20
ST,Seattle,2009-07-29
DV,Denver,2009-10-13
NY,New York,2009-11-23
NY,New York,2009-10-29
DV,Denver,2009-08-05
DV,Denver,2009-09-23
TP,Tampa,2009-07-15
NY,New York,2009-09-28
DV,Denver,2009-10-05
AT,Austin,2009-08-12
DV,Denver,2009-10-17
NY,New York,2009-09-29
NY,New York,2009-11-24
NY,New York,2009-08-13
AT,Austin,2009-12-11
DV,Denver,2009-09-08
TP,Tampa,2009-07-29
ST,Seattle,2009-07-02
AT,Austin,2009-07-26
NY,New York,2009-11-06
TP,Tampa,2009-07-14
AT,Austin,2009-07-10
DV,Denver,2009-10-22
NY,New York,2009-08-04
AT,Austin,2009-07-14
NY,New York,2009-10-15
AT,Austin,2009-12-02
DV,Denver,2009-08-20
DV,Denver,2009-07-17
DV,Denver,2009-09-22
NY,New York,2009-11-19
ST,Seattle,2009-07-23
TP,Tampa,2009-11-10
DV,Denver,2009-08-16
TP,Tampa,2009-12-16
TP,Tampa,2009-07-21
AT,Austin,2009-12-01
DV,Denver,2009-08-26
DV,Denver,2009-08-13
TP,Tampa,2009-12-10
ST,Seattle,2009-07-22
AT,Austin,2009-12-13
AT,Austin,2009-07-25
DV,Denver,2009-10-25
TP,Tampa,2009-12-21
NY,New York,2009-09-22
AT,Austin,2009-08-21
TP,Tampa,2009-11-25
AT,Austin,2009-08-22
AT,Austin,2009-10-28
NY,New York,2009-07-27
AT,Austin,2009-09-20
DV,Denver,2009-08-09
ST,Seattle,2009-07-10
DV,Denver,2009-10-27
AT,Austin,2009-09-23
NY,New York,2009-07-10
AT,Austin,2009-07-24
AT,Austin,2009-07-27
DV,Denver,2009-10-14
NY,New York,2009-07-13
DV,Denver,2009-08-10
ST,Seattle,2009-07-08
DV,Denver,2009-07-27
NY,New York,2009-11-05
NY,New York,2009-07-28
DV,Denver,2009-09-26
DV,Denver,2009-10-29
AT,Austin,2009-08-08
DV,Denver,2009-09-24
AT,Austin,2009-10-04
AT,Austin,2009-11-19
DV,Denver,2009-09-12
AT,Austin,2009-12-26
ST,Seattle,2009-07-21
NY,New York,2009-07-12
NY,New York,2009-09-27
AT,Austin,2009-11-22
DV,Denver,2009-07-14
AT,Austin,2009-08-05
AT,Austin,2009-11-26
DV,Denver,2009-08-22
AT,Austin,2009-07-23
DV,Denver,2009-07-20
DV,Denver,2009-09-19
NY,New York,2010-05-05
NY,New York,2010-02-12
AT,Austin,2010-04-19
TP,Tampa,2010-02-17
DV,Denver,2010-04-21
ST,Seattle,2010-02-01
DV,Denver,2010-03-07
AT,Austin,2010-01-21
DV,Denver,2010-05-02
NY,New York,2010-04-29
TP,Tampa,2010-06-01
TP,Tampa,2010-02-10
NY,New York,2010-02-15
DV,Denver,2010-05-07
AT,Austin,2010-06-28
AT,Austin,2010-06-23
ST,Seattle,2010-06-18
ST,Seattle,2010-06-17
DV,Denver,2010-02-23
DV,Denver,2010-03-01
DV,Denver,2010-05-21
ST,Seattle,2010-06-25
ST,Seattle,2010-05-11
DV,Denver,2010-04-22
AT,Austin,2010-01-17
ST,Seattle,2010-06-12
ST,Seattle,2010-02-25
AT,Austin,2010-06-12
DV,Denver,2010-03-30
AT,Austin,2010-05-13
TP,Tampa,2010-01-21
DV,Denver,2010-05-08
AT,Austin,2010-01-24
DV,Denver,2010-05-14
ST,Seattle,2010-01-03
TP,Tampa,2010-03-08
TP,Tampa,2010-03-02
AT,Austin,2010-02-12
DV,Denver,2010-06-03
ST,Seattle,2010-04-09
AT,Austin,2010-05-20
ST,Seattle,2010-05-03
DV,Denver,2010-05-15
TP,Tampa,2010-06-23
AT,Austin,2010-02-04
NY,New York,2010-06-28
DV,Denver,2010-05-13
DV,Denver,2010-05-16
DV,Denver,2010-06-12
DV,Denver,2010-04-09
AT,Austin,2010-01-15
ST,Seattle,2010-04-01
ST,Seattle,2010-03-15
ST,Seattle,2010-04-06
TP,Tampa,2010-03-01
DV,Denver,2010-04-27
ST,Seattle,2010-05-13
AT,Austin,2010-06-15
ST,Seattle,2010-03-02
AT,Austin,2010-05-21
DV,Denver,2010-03-13
TP,Tampa,2010-04-14
DV,Denver,2010-03-03
DV,Denver,2010-04-20
NY,New York,2010-05-12
TP,Tampa,2010-06-02
AT,Austin,2010-03-08
ST,Seattle,2010-03-16
ST,Seattle,2010-06-22
ST,Seattle,2010-02-07
NY,New York,2010-04-15
AT,Austin,2010-02-09
ST,Seattle,2010-04-05
TP,Tampa,2010-05-03
ST,Seattle,2010-02-11
ST,Seattle,2010-01-10
NY,New York,2010-05-14
AT,Austin,2010-04-05
AT,Austin,2010-06-26
DV,Denver,2010-02-27
AT,Austin,2010-03-05
NY,New York,2010-05-18
DV,Denver,2010-04-06
TP,Tampa,2010-05-17
DV,Denver,2010-04-24
ST,Seattle,2010-05-15
TP,Tampa,2010-05-19
AT,Austin,2010-04-29
DV,Denver,2010-05-20
AT,Austin,2010-06-17
TP,Tampa,2010-06-08
DV,Denver,2010-05-11
AT,Austin,2010-06-09
ST,Seattle,2010-01-14
NY,New York,2010-04-26
ST,Seattle,2010-02-02
ST,Seattle,2010-01-25
ST,Seattle,2010-02-26
ST,Seattle,2010-06-21
TP,Tampa,2010-03-24
NY,New York,2010-05-08
ST,Seattle,2010-05-02
AT,Austin,2010-02-11
ST,Seattle,2010-05-29
AT,Austin,2010-06-05
ST,Seattle,2010-05-26
AT,Austin,2010-06-10
AT,Austin,2010-01-23
ST,Seattle,2010-06-01
AT,Austin,2010-05-18
AT,Austin,2010-02-25
AT,Austin,2010-04-16
ST,Seattle,2010-04-12
ST,Seattle,2010-03-09
DV,Denver,2010-06-11
NY,New York,2010-02-14
DV,Denver,2010-02-26
DV,Denver,2010-06-25
AT,Austin,2010-01-28
TP,Tampa,2010-01-12
DV,Denver,2010-04-30
TP,Tampa,2010-01-04
AT,Austin,2010-04-03
NY,New York,2010-05-04
AT,Austin,2010-04-06
DV,Denver,2010-03-15
AT,Austin,2010-02-26
AT,Austin,2010-05-25
NY,New York,2010-03-07
AT,Austin,2010-06-08
AT,Austin,2010-01-01
ST,Seattle,2010-02-09
ST,Seattle,2010-03-24
AT,Austin,2010-01-16
ST,Seattle,2010-01-09
ST,Seattle,2010-05-18
ST,Seattle,2010-06-03
DV,Denver,2010-03-05
AT,Austin,2010-04-23
AT,Austin,2010-05-30
NY,New York,2010-04-21
ST,Seattle,2010-06-16
DV,Denver,2010-06-21
DV,Denver,2010-05-28
ST,Seattle,2010-05-16
ST,Seattle,2010-03-19
AT,Austin,2010-02-28
DV,Denver,2010-03-27
ST,Seattle,2010-05-19
TP,Tampa,2010-05-24
DV,Denver,2010-03-16
AT,Austin,2010-05-14
NY,New York,2010-04-13
ST,Seattle,2010-04-25
ST,Seattle,2010-05-14
NY,New York,2010-04-12
AT,Austin,2010-01-02
AT,Austin,2010-01-13
AT,Austin,2010-05-12
NY,New York,2010-05-19
DV,Denver,2010-05-06
DV,Denver,2010-04-26
TP,Tampa,2010-06-09
AT,Austin,2010-05-03
ST,Seattle,2010-06-13
TP,Tampa,2010-05-04
NY,New York,2010-03-11
ST,Seattle,2010-03-03
ST,Seattle,2010-01-01
AT,Austin,2010-01-06
DV,Denver,2010-06-18
ST,Seattle,2010-02-23
NY,New York,2010-03-28
AT,Austin,2010-01-20
ST,Seattle,2010-04-10
ST,Seattle,2010-05-10
DV,Denver,2010-03-19
ST,Seattle,2010-05-31
AT,Austin,2010-05-08
AT,Austin,2010-06-18
AT,Austin,2010-01-07
ST,Seattle,2010-03-20
ST,Seattle,2010-04-26
ST,Seattle,2010-02-17
TP,Tampa,2010-03-16
TP,Tampa,2010-01-25
DV,Denver,2010-04-23
TP,Tampa,2010-05-10
AT,Austin,2010-01-22
ST,Seattle,2010-03-05
ST,Seattle,2010-04-08
ST,Seattle,2010-03-12
TP,Tampa,2010-03-31
NY,New York,2010-05-20
DV,Denver,2010-04-11
DV,Denver,2010-06-17
DV,Denver,2010-05-12
AT,Austin,2010-02-13
DV,Denver,2010-06-24
NY,New York,2010-03-04
ST,Seattle,2010-03-04
NY,New York,2010-02-13
AT,Austin,2010-01-31
AT,Austin,2010-01-12
DV,Denver,2010-04-12
DV,Denver,2010-03-18
AT,Austin,2010-01-18
TP,Tampa,2010-06-14
TP,Tampa,2010-05-26
ST,Seattle,2010-02-06
TP,Tampa,2010-04-20
ST,Seattle,2010-03-11
AT,Austin,2010-02-14
DV,Denver,2010-03-26
NY,New York,2010-03-30
NY,New York,2010-06-14
DV,Denver,2010-06-02
